65.53638968,0.3089677,54.1137084
64.76961388,0.3070442,53.40933677
63.98771225,0.3052394,52.69418997
63.18969865,0.30355837,51.96937092
62.37522221,0.30200593,51.23600534
61.54832352,0.30058659,50.49262802
60.70655068,0.29930503,49.74190437
59.85070264,0.29816628,48.98461296
58.98185348,0.2971759,48.22242839
58.10163953,0.29634019,47.45414271
57.20904544,0.29566625,46.68427435
56.30959165,0.29516209,45.9126007
55.40217786,0.29483669,45.14219171
54.48633332,0.29469989,44.37407027
53.56534333,0.29476237,43.60948569
52.64426974,0.29503541,42.85585401
51.72118416,0.29553069,42.11106533
50.79918185,0.29625996,41.37930525
49.88094146,0.29723478,40.66375515
48.96826997,0.29846605,39.96689017
48.06484586,0.29996273,39.29257902
47.17243543,0.3017331,38.64385162
46.2937198,0.30378459,38.02383794
45.43143806,0.30612273,37.43563264
44.58820806,0.30875092,36.88224745
