onset,time,hcom_velocity,hip_angle,knee_angle,hip_torque,knee_torque
0,0,-0.01985622,62.2581011,81.0102778,-0.543646748682171,0.013795344496124
0,0.005,-0.01984533,62.25924457,81.01130633,-0.548762617829457,0.018054293178295
0,0.01,-0.01981978,62.2266071,81.01723097,-0.553605913953488,0.022116906976744
0,0.015,-0.01977823,62.22751809,81.01810306,-0.557970334263566,0.025818820930233
0,0.02,-0.01971874,62.19112867,81.02219396,-0.561709402945736,0.029039023875969
0,0.025,-0.01963898,62.19211536,81.02271259,-0.564746126356589,0.031705961085271
0,0.03,-0.01953647,62.1558312,81.02717814,-0.567073821395349,0.03379752124031
0,0.035,-0.01940887,62.15674268,81.02802229,-0.568747019224806,0.03533562372093
0,0.04,-0.01925411,62.11998463,81.03137606,-0.569865642790698,0.03637743751938
0,0.045,-0.01907059,62.11859083,81.03468,-0.570557534883721,0.037005064496124
0,0.05,-0.01885726,62.08416859,81.03478393,-0.570960742325581,0.037314232868217
0,0.055,-0.01861373,62.08265062,81.0383723,-0.571206148527132,0.037402409302326
0,0.06,-0.01834025,62.05070109,81.03841518,-0.571402716124031,0.037357299534884
0,0.065,-0.01803775,62.05195467,81.03940823,-0.571630075193798,0.037249644031008
0,0.07,-0.01770778,62.01461738,81.04076363,-0.571936886356589,0.037130756124031
0,0.075,-0.01735255,62.01541609,81.04088696,-0.572342337674419,0.037032553488372
0,0.08,-0.01697489,61.98155439,81.04306405,-0.572840796589147,0.036969873333333
0,0.085,-0.01657817,61.97903852,81.04595489,-0.57340818,0.036944767906977
0,0.09,-0.01616625,61.94977577,81.04472369,-0.574009071162791,0.036950848217054
0,0.095,-0.01574334,61.95070029,81.04506122,-0.574604035968992,0.036977231162791
0,0.1,-0.01531392,61.91845168,81.04632018,-0.575156752558139,0.037012731627907
0,0.105,-0.01488257,61.91908453,81.04634327,-0.575641966666667,0.037050310852713
0,0.11,-0.01445393,61.88958732,81.04819072,-0.576049565581395,0.037089763255814
0,0.115,-0.01403257,61.89017091,81.04817078,-0.576382687596899,0.037137567751938
0,0.12,-0.01362285,61.86218516,81.05026353,-0.576654137674419,0.037204624806202
0,0.125,-0.01322888,61.86270282,81.04991658,-0.576881518449612,0.037302226046512
0,0.13,-0.01285431,61.83606571,81.05268242,-0.577083009922481,0.037437945426357
0,0.135,-0.0125023,61.83652266,81.05235794,-0.577274908217054,0.037613204031008
0,0.14,-0.0121754,61.8314335,81.05897307,-0.577470769612403,0.037823248837209
0,0.145,-0.01187548,61.80431372,81.05515179,-0.577681822790698,0.038059022635659
0,0.15,-0.01160376,61.80528084,81.05706355,-0.577917222015504,0.03830892496124
0,0.155,-0.01136084,61.80331277,81.06139195,-0.578183071472868,0.038560824806202
0,0.16,-0.01114682,61.80360352,81.06102826,-0.578479082325581,0.038802675658915
0,0.165,-0.01096152,61.75666999,81.06556845,-0.578796122635659,0.039022325891473
0,0.17,-0.01080472,61.75704683,81.06533049,-0.579117278914729,0.039208049302326
0,0.175,-0.01067638,61.7348063,81.07155701,-0.57942206,0.039350167131783
0,0.18,-0.01057652,61.73524396,81.0718349,-0.579691395658915,0.039442674418605
0,0.185,-0.01050517,61.73455613,81.07559198,-0.579912605581395,0.039484001395349
0,0.19,-0.0104623,61.73490825,81.0753817,-0.580081795968992,0.039477080930233
0,0.195,-0.01044779,61.6971705,81.08425671,-0.580202566666667,0.039428852868217
0,0.2,-0.01046166,61.6975593,81.08396238,-0.580282249922481,0.039348980620155
0,0.205,-0.01050403,61.67727406,81.09219367,-0.580328143875969,0.039248230077519
0,0.21,-0.01057507,61.67767479,81.09189268,-0.580344042635659,0.039136242325581
0,0.215,-0.01067487,61.67754572,81.09657223,-0.580327840310078,0.039019783100775
0,0.22,-0.01080336,61.67257135,81.10567291,-0.580271377364341,0.038902060620155
0,0.225,-0.01096028,61.63779376,81.10718153,-0.580162487751938,0.038783556124031
0,0.23,-0.01114531,61.63832599,81.10696861,-0.579986691162791,0.038662516589147
0,0.235,-0.01135803,61.63865163,81.11304981,-0.579728344341085,0.038534745581395
0,0.24,-0.01159791,61.60781511,81.12127214,-0.579371766821705,0.038393803565892
0,0.245,-0.01186427,61.60839324,81.12093471,-0.578904231472868,0.038232305581395
0,0.25,-0.01215625,61.60608348,81.12975812,-0.578321179379845,0.038045039844961
0,0.255,-0.0124728,61.57478862,81.13367856,-0.577629304496124,0.037831705736434
0,0.26,-0.01281257,61.57579553,81.13761521,-0.576844334108527,0.037597059689923
0,0.265,-0.01317399,61.5762452,81.13729998,-0.575988316124031,0.037350671627907
0,0.27,-0.01355515,61.54002191,81.14910771,-0.575087224186047,0.037106120310078
0,0.275,-0.01395392,61.54065893,81.14860951,-0.574170027906977,0.036880197984496
0,0.28,-0.01436791,61.53884032,81.15686641,-0.573268921705426,0.036692027286822
0,0.285,-0.01479457,61.50109315,81.16155316,-0.572417446666667,0.03656063503876
0,0.29,-0.01523115,61.50163048,81.16637861,-0.571645501550387,0.03650182496124
0,0.295,-0.01567479,61.50221305,81.16595069,-0.570972970387597,0.036525808217054
0,0.3,-0.01612251,61.46300252,81.1778224,-0.570407057054264,0.036636699844961
0,0.305,-0.01657134,61.44624654,81.18183737,-0.569944932868217,0.036833745271318
0,0.31,-0.01701828,61.44714057,81.18134008,-0.56957725751938,0.037111830387597
0,0.315,-0.01746028,61.41940378,81.19149221,-0.569290582170543,0.037461416744186
0,0.32,-0.01789411,61.4196695,81.19455662,-0.569068085581395,0.037868689147287
0,0.325,-0.01831637,61.42034167,81.19413764,-0.56889185503876,0.03831761255814
0,0.33,-0.01872356,61.37345832,81.20567866,-0.568747383410853,0.03879435875969
0,0.335,-0.01911227,61.37455713,81.2049848,-0.568624782790698,0.039290686666667
0,0.34,-0.01947937,61.34101548,81.21551935,-0.568516513023256,0.039803950852713
0,0.345,-0.01982204,61.34213496,81.21482396,-0.568414666511628,0.040334823565892
0,0.35,-0.02013786,61.30776173,81.22390576,-0.568310302170543,0.040885907286822
0,0.355,-0.02042477,61.30902734,81.22321609,-0.568192365426357,0.041460576744186
0,0.36,-0.02068108,61.27953722,81.23343861,-0.568046876589147,0.042061564651163
0,0.365,-0.02090547,61.28014972,81.2375186,-0.567858440310078,0.042689525581395
0,0.37,-0.02109711,61.24105104,81.241899,-0.567614206511628,0.043342637984496
0,0.375,-0.02125563,61.24029114,81.24693491,-0.567309112093023,0.044017653643411
0,0.38,-0.02138125,61.20780959,81.25177081,-0.566949858914729,0.044711458139535
0,0.385,-0.02147472,61.20716198,81.2550868,-0.566554246356589,0.045422012868217
0,0.39,-0.02153734,61.17268936,81.26048918,-0.566146132093023,0.04614821751938
0,0.395,-0.02157091,61.16785928,81.2652935,-0.565749878139535,0.046889531007752
0,0.4,-0.02157776,61.13684957,81.26913586,-0.565386745581395,0.04764617379845
0,0.405,-0.02156062,61.13440653,81.27490344,-0.565070849147287,0.048418347596899
0,0.41,-0.0215226,61.10222986,81.27806142,-0.564805149922481,0.049204898604651
0,0.415,-0.02146709,61.08618045,81.28350109,-0.564578769147287,0.050002035503876
0,0.42,-0.02139764,61.08620168,81.28621822,-0.564366885271318,0.050802289457364
0,0.425,-0.02131784,61.04940557,81.29132402,-0.564133360930233,0.051594294418605
0,0.43,-0.02123128,61.04737194,81.29790657,-0.563834672248062,0.052363130232558
0,0.435,-0.02114147,61.01647025,81.30303374,-0.563425918449612,0.053091842325581
0,0.44,-0.02105184,61.01559228,81.30378718,-0.562869508682171,0.053764247596899
0,0.445,-0.02096563,60.97797447,81.30970534,-0.562146110077519,0.054369874883721
0,0.45,-0.02088587,60.97822717,81.31292328,-0.561260167596899,0.054907490387597
0,0.455,-0.02081537,60.9469144,81.32168126,-0.560238329922481,0.055385636124031
0,0.46,-0.02075667,60.94815478,81.32089499,-0.559125890852713,0.055821271007752
0,0.465,-0.02071201,60.90750521,81.3295062,-0.557981832558139,0.056237455348837
0,0.47,-0.02068338,60.90753384,81.33170269,-0.556870847906977,0.056660333643411
0,0.475,-0.02067249,60.86981256,81.3377066,-0.555853577829457,0.057115569147287
0,0.48,-0.0206808,60.86998031,81.34051505,-0.554976525116279,0.057623718294574
0,0.485,-0.02070943,60.83206389,81.34702237,-0.5542654,0.058195892248062
0,0.49,-0.02075918,60.83178034,81.34959415,-0.553721395813954,0.058830360310078
0,0.495,-0.02083044,60.79894923,81.35905236,-0.553322003875969,0.059510905426357
0,0.5,-0.02092322,60.80004695,81.35832209,-0.553028434418605,0.060209438139535
0,0.505,-0.02103709,60.75491652,81.36613321,-0.552795190077519,0.060891756744186
0,0.51,-0.02117129,60.75466987,81.36819943,-0.552577978294574,0.061523570697675
0,0.515,-0.02132472,60.7159185,81.37708538,-0.55233714372093,0.062074425116279
0,0.52,-0.02149598,60.71704446,81.37632352,-0.552040315658915,0.06252105875969
0,0.525,-0.02168334,60.6726167,81.38341969,-0.551664184496124,0.062849721860465
0,0.53,-0.02188478,60.67131389,81.3868294,-0.551195406356589,0.063057161705426
0,0.535,-0.02209802,60.6640775,81.39437879,-0.55063228372093,0.063150964186047
0,0.54,-0.02232063,60.60752006,81.39441307,-0.549985549302326,0.063148508062016
0,0.545,-0.02255017,60.60469299,81.40004565,-0.549274794573643,0.063073141550388
0,0.55,-0.02278434,60.56385314,81.40429583,-0.548521409302326,0.06294877379845
0,0.555,-0.02302103,60.56506669,81.40358874,-0.547743454418605,0.062796010232558
0,0.56,-0.02325827,60.51756369,81.41063571,-0.546956840930233,0.062632830542636
0,0.565,-0.02349432,60.51679004,81.4152263,-0.546178270852713,0.062475850387597
0,0.57,-0.02372759,60.47383908,81.42029324,-0.545424762170543,0.062338750542636
0,0.575,-0.02395676,60.47118819,81.42149545,-0.544711598139535,0.062230704186047
0,0.58,-0.02418071,60.42487929,81.42559256,-0.544051842635659,0.062156188682171
0,0.585,-0.02439856,60.42353792,81.42913606,-0.543458305426357,0.06211675751938
0,0.59,-0.02460971,60.37844901,81.43249877,-0.542943106821705,0.062112861550388
0,0.595,-0.02481378,60.35290007,81.43496944,-0.542513759844961,0.062143908682171
0,0.6,-0.02501059,60.35264929,81.4394554,-0.542168344651163,0.062207443565892
0,0.605,-0.02520004,60.30894745,81.44389502,-0.541892640465116,0.062298843255814
0,0.61,-0.0253821,60.30781296,81.44521601,-0.541661093178295,0.062412060775194
0,0.615,-0.02555678,60.25957613,81.44895456,-0.541439128062016,0.062540339689923
0,0.62,-0.02572419,60.23439225,81.45146191,-0.54118606620155,0.062677023875969
0,0.625,-0.02588452,60.23422879,81.45512638,-0.540860480310078,0.06281682248062
0,0.63,-0.02603797,60.18976504,81.45892737,-0.540423201395349,0.062955017209302
0,0.635,-0.02618476,60.18890511,81.46144692,-0.539838190077519,0.063085279844961
0,0.64,-0.0263251,60.14049003,81.46511979,-0.539075626511628,0.063199245891473
0,0.645,-0.02645929,60.11510946,81.46700753,-0.538115533488372,0.063287815193799
0,0.65,-0.02658766,60.0932985,81.47057741,-0.536949762170543,0.063342045271318
0,0.655,-0.02671046,60.09384301,81.47406864,-0.535583035658915,0.063354206356589
0,0.66,-0.02682776,60.04443371,81.47595978,-0.534032478139535,0.063318847751938
0,0.665,-0.0269394,60.04145309,81.48113776,-0.532327339844961,0.06323431751938
0,0.67,-0.027045,59.99678996,81.48195144,-0.530508781395349,0.063104367441861
0,0.675,-0.027144,59.99628276,81.48452845,-0.528626494728682,0.062938491007752
0,0.68,-0.02723565,59.94990419,81.48764955,-0.526732730542636,0.062750888527132
0,0.685,-0.02731899,59.95007772,81.48964001,-0.524879145581395,0.062558838604651
0,0.69,-0.02739293,59.90262422,81.49268258,-0.523115382635659,0.062380975348837
0,0.695,-0.02745621,59.90423341,81.49176061,-0.521486816744186,0.062235653178295
0,0.7,-0.02750747,59.85591647,81.49795647,-0.520028475813953,0.062138121085271
0,0.705,-0.02754529,59.8574412,81.4969912,-0.518757115503876,0.062096701395349
0,0.71,-0.0275682,59.80936146,81.50258807,-0.517667176434109,0.062109768682171
0,0.715,-0.02757474,59.80143269,81.50617633,-0.516731460155039,0.062165275348837
0,0.72,-0.02756345,59.76476086,81.50721518,-0.515904350697674,0.062242860930233
0,0.725,-0.02753274,59.76489162,81.50955437,-0.515128706666667,0.06231800372093
0,0.73,-0.02748098,59.76611968,81.50850851,-0.514343146821705,0.062365678914729
0,0.735,-0.02740651,59.69924356,81.51354002,-0.513489583100775,0.062362888992248
0,0.74,-0.02730797,59.70078885,81.51256525,-0.512523129767442,0.062292535968992
0,0.745,-0.02718452,59.65227649,81.51663172,-0.511420184031008,0.062147666511628
0,0.75,-0.02703594,59.65387328,81.5156767,-0.510181290542636,0.061933617054264
0,0.755,-0.02686264,59.61281328,81.52029057,-0.508828040465116,0.061666504806202
0,0.76,-0.02666561,59.61450618,81.51946994,-0.507395902945736,0.06136901875969
0,0.765,-0.02644637,59.57186,81.52406983,-0.505926715503876,0.061066527286822
0,0.77,-0.02620688,59.5734557,81.52319546,-0.504462640155039,0.060784378139535
0,0.775,-0.02594953,59.53407015,81.52814329,-0.503042199844961,0.060545706046512
0,0.78,-0.02567696,59.53568666,81.52713148,-0.501696864186046,0.060368803410853
0,0.785,-0.02539207,59.49584195,81.53031038,-0.500447661860465,0.06026450620155
0,0.79,-0.02509782,59.49742804,81.52954107,-0.499302772713178,0.060234942945737
0,0.795,-0.02479714,59.45957291,81.53441829,-0.498257875193798,0.060274881395349
