onset,time,hcom_velocity,hcom_acceleration,hip_angle,knee_angle,hip_torque,knee_torque
0,1.365,-0.00162572,-0.17943056,58.40143397,81.73579282,-0.4663086662015504,0.06475203209302326
0,1.37,-0.00133216,-0.17957324,58.40138819,81.73580424,-0.4655994703875969,0.06454239968992248
0,1.375,-0.00105493,-0.17966195,58.40092369,81.73586087,-0.4648009187596899,0.06428071891472868
0,1.38,-0.00079411,-0.17968901,58.40088487,81.73585717,-0.46392750465116284,0.06396318558139535
0,1.385,-0.00054924,-0.17964462,58.39866449,81.73568855,-0.4630036142635659,0.06359305162790699
0,1.39,-0.00031941,-0.17951836,58.39818102,81.73585609,-0.4620634147286822,0.06318208992248062
0,1.395,-0.00010339,-0.1793024,58.39818102,81.73585609,-0.4611475942635659,0.0627495727131783
0,1.4,0.00010023,-0.17899279,58.38724168,81.73956125,-0.46030117209302324,0.06232084108527131
0,1.405,0.00029284,-0.17859029,58.3855773,81.73753234,-0.4595698694573644,0.06192433286821705
0,1.41,0.00047579,-0.17809798,58.38548691,81.73756559,-0.4589954693023256,0.06158798697674418
0,1.415,0.00065034,-0.17751683,58.3849422,81.73777371,-0.45861183751937984,0.06133699860465116
0,1.42,0.00081767,-0.1768456,58.38489619,81.73777056,-0.4584417897674419,0.061191946356589144
0,1.425,0.00097889,-0.17608202,58.38337733,81.73738859,-0.4584981054263566,0.06116843472868217
0,1.43,0.00113499,-0.17522536,58.37857852,81.73702063,-0.4587850324031008,0.06127535457364341
0,1.435,0.00128688,-0.17428124,58.37846167,81.73713388,-0.45929736015503875,0.061512055968992244
0,1.44,0.00143535,-0.17326385,58.37819976,81.73728537,-0.460019359379845,0.061867406976744185
0,1.445,0.00158106,-0.17219616,58.37793085,81.73739923,-0.4609237096124031,0.06232040511627907
0,1.45,0.00172459,-0.17111004,58.37764144,81.7374893,-0.46197248108527134,0.06284216713178294
0,1.455,0.00186639,-0.17004563,58.37733003,81.73755803,-0.46312041348837213,0.06339870465116279
0,1.46,0.00200681,-0.16904881,58.37674773,81.73645669,-0.46431684480620156,0.06395364666666667
0,1.465,0.0021461,-0.16816689,58.37643979,81.73666637,-0.46550838790697674,0.06447160775193798
0,1.47,0.00228438,-0.16744263,58.37615817,81.73681102,-0.46664589627906977,0.0649222072868217
0,1.475,0.00242162,-0.16691047,58.37586594,81.73692804,-0.46769020589147287,0.06528240418604651
0,1.48,0.00255771,-0.16659438,58.37733836,81.73469494,-0.4686140454263566,0.06553741100775194
0,1.485,0.00269239,-0.1665054,58.37687581,81.73501618,-0.4694037231007752,0.06568149255813953
0,1.49,0.00282527,-0.16664078,58.37659829,81.73521594,-0.47005906217054266,0.0657169496124031
0,1.495,0.00295586,-0.16698538,58.37680832,81.73521584,-0.4705916049612403,0.06565207410852714
0,1.5,0.0030835,-0.16751481,58.37639477,81.73554833,-0.4710213334883721,0.06549929596899225
0,1.505,0.00320747,-0.16819755,58.37610767,81.73582919,-0.47137369209302327,0.06527462697674419
0,1.51,0.00332699,-0.1689949,58.38297374,81.73862568,-0.47167874170542634,0.0649987888372093
0,1.515,0.00344129,-0.16986277,58.38258944,81.7370244,-0.4719699924031008,0.06469680403100775
0,1.52,0.00354965,-0.17075818,58.38202951,81.73731588,-0.472280687751938,0.06439511906976744
0,1.525,0.00365137,-0.17164463,58.38244983,81.73710601,-0.4726407550387597,0.06411884418604652
0,1.53,0.00374583,-0.1724941,58.38988867,81.73845855,-0.473075936744186,0.06389047147286822
0,1.535,0.00383247,-0.1732882,58.38927003,81.73856234,-0.47360543023255813,0.0637279519379845
0,1.54,0.00391079,-0.17401834,58.38876867,81.73869083,-0.47423740155038757,0.06364238511627907
0,1.545,0.00398031,-0.17468164,58.38833556,81.73888152,-0.47496698697674417,0.0636372665116279
0,1.55,0.00404055,-0.17527407,58.3890962,81.73875584,-0.47577842728682174,0.06370926108527131
0,1.555,0.00409103,-0.17578774,58.38846385,81.73936534,-0.47664788496124033,0.06384905441860465
0,1.56,0.00413134,-0.17621677,58.39974728,81.73923476,-0.4775433756589147,0.06404102
0,1.565,0.00416122,-0.17656339,58.3991592,81.73965975,-0.4784252851162791,0.0642642896124031
0,1.57,0.00418052,-0.17683946,58.39867427,81.74012816,-0.47925116899224807,0.06449632046511629
0,1.575,0.0041892,-0.17706326,58.40189249,81.74431641,-0.47998317937984497,0.06471737860465115
0,1.58,0.00418726,-0.17725394,58.40124968,81.74455518,-0.48059610992248064,0.0649147542635659
0,1.585,0.0041747,-0.17742723,58.40166979,81.74419308,-0.4810808807751938,0.0650833680620155
0,1.59,0.00415153,-0.17759107,58.40803172,81.74735424,-0.4814435164341085,0.06522386697674419
0,1.595,0.00411781,-0.17773856,58.40778299,81.74638389,-0.4817027004651163,0.06534078449612403
0,1.6,0.00407359,-0.17784659,58.40708869,81.74674301,-0.4818858573643411,0.06544034372093023
0,1.605,0.00401897,-0.17788343,58.40760359,81.74654378,-0.48202527023255815,0.06552852511627906
0,1.61,0.00395404,-0.1778163,58.40695409,81.74706093,-0.4821571164341085,0.06561119705426356
0,1.615,0.00387897,-0.17761765,58.41484626,81.74660507,-0.48231851922480623,0.06569371519379845
0,1.62,0.003794,-0.17727011,58.41538399,81.74723893,-0.48254250930232556,0.06577905565891473
0,1.625,0.00369949,-0.1767709,58.41498696,81.74754151,-0.4828537327131783,0.06586646635658915
0,1.63,0.00359581,-0.17613416,58.41540076,81.74755123,-0.48326620201550385,0.06595221271317829
0,1.635,0.00348332,-0.17539203,58.41492027,81.74793872,-0.4837836595348837,0.0660319934883721
0,1.64,0.00336236,-0.17459321,58.41564356,81.74805203,-0.48439917829457363,0.06610241736434108
0,1.645,0.00323325,-0.17379707,58.41522627,81.74843773,-0.48509495844961237,0.06616105209302327
0,1.65,0.00309633,-0.17306393,58.4150698,81.74867529,-0.4858444091472868,0.06620676899224806
0,1.655,0.00295204,-0.17244673,58.42089412,81.75055094,-0.4866135182945736,0.06623957534883722
0,1.66,0.00280101,-0.17198558,58.42079057,81.74863323,-0.48736122527131787,0.06625954558139535
0,1.665,0.00264406,-0.1717056,58.42074105,81.74873307,-0.48804203984496125,0.06626596821705426
0,1.67,0.0024823,-0.17161432,58.42815238,81.74454453,-0.48861261674418605,0.06625698511627907
0,1.675,0.00231703,-0.17169537,58.42795044,81.74455315,-0.48904040589147285,0.06623016790697675
0,1.68,0.00214976,-0.17190723,58.42783159,81.74472307,-0.48930954124031006,0.06618343069767442
0,1.685,0.00198206,-0.17218985,58.42778885,81.74479718,-0.48942135565891476,0.06611601364341085
0,1.69,0.00181544,-0.1724753,58.42780031,81.74481567,-0.48939197751937985,0.06602976139534884
0,1.695,0.00165129,-0.17270041,58.42830246,81.74446828,-0.48924783023255813,0.06592966666666666
0,1.7,0.00149077,-0.17281788,58.4284036,81.7444469,-0.48902197224806204,0.06582386263565891
0,1.705,0.00133479,-0.17280044,58.42842761,81.744436,-0.4887519530232558,0.06572385441860465
0,1.71,0.00118398,-0.17263958,58.42855065,81.74435103,-0.4884772544186046,0.0656440553488372
0,1.715,0.00103876,-0.17234118,58.42857963,81.74432855,-0.48823487581395353,0.06560020341085271
0,1.72,0.00089929,-0.17191983,58.42857963,81.74432855,-0.4880534027906977,0.06560625038759689
0,1.725,0.00076566,-0.17139773,58.43745424,81.73912911,-0.48794784992248064,0.06566951565891473
0,1.73,0.00063787,-0.17080453,58.4375173,81.73914324,-0.4879152539534884,0.06578542294573643
0,1.735,0.00051591,-0.17017493,58.43840206,81.74005275,-0.4879353189147287,0.06593727674418605
0,1.74,0.00039978,-0.16954613,58.4388914,81.73992238,-0.48797780604651164,0.06610180790697674
0,1.745,0.00028942,-0.1689542,58.43890719,81.73993193,-0.4880124669767442,0.06625662744186046
0,1.75,0.00018479,-0.16842902,58.43983258,81.74045484,-0.48801620170542637,0.06638618325581395
0,1.755,8.588e-05,-0.16799275,58.45037666,81.73947961,-0.4879750072868217,0.06648287751937984
0,1.76,-7.27e-06,-0.16765933,58.45041226,81.73947713,-0.4878835249612403,0.06654570031007752
0,1.765,-9.457e-05,-0.16743353,58.45148077,81.73997559,-0.4877441510077519,0.06657824775193799
0,1.77,-0.00017591,-0.16731239,58.45195006,81.73979335,-0.48756531178294577,0.06658632139534884
0,1.775,-0.00025121,-0.16728738,58.4519599,81.7398056,-0.4873591460465116,0.06657579550387596
0,1.78,-0.0003204,-0.16734593,58.46197642,81.73880791,-0.487140147751938,0.06655175364341084
0,1.785,-0.00038347,-0.16747334,58.46256265,81.73998523,-0.48692473627906974,0.06651788821705426
0,1.79,-0.00044046,-0.16765226,58.46318654,81.74052953,-0.48672948666666666,0.06647619736434109
0,1.795,-0.00049152,-0.16786049,58.46368882,81.74090227,-0.4865685024806201,0.06642751302325582
0,1.8,-0.00053696,-0.16807154,58.4642258,81.74071384,-0.48645179627906976,0.0663722950387597
0,1.805,-0.00057724,-0.16825729,58.46450696,81.74080278,-0.48638700155038755,0.066312376124031
0,1.81,-0.00061303,-0.16838942,58.47016041,81.73915957,-0.48638242728682174,0.06625298124031007
0,1.815,-0.00064509,-0.16843705,58.47090621,81.74090932,-0.48644785147286823,0.06620315689922482
0,1.82,-0.00067434,-0.16836733,58.47142158,81.74149406,-0.4865931020155039,0.06617443643410853
0,1.825,-0.00070181,-0.16815173,58.47175018,81.74182385,-0.4868262545736434,0.06617907689922481
0,1.83,-0.00072863,-0.16777288,58.47207801,81.74194747,-0.4871520201550388,0.06622855209302327
0,1.835,-0.00075605,-0.16722884,58.47233102,81.74197313,-0.48756879147286825,0.06633157689922481
0,1.84,-0.00078533,-0.16653753,58.47259993,81.7419023,-0.48806462093023256,0.06649201364341085
0,1.845,-0.00081776,-0.16574373,58.47931119,81.74337207,-0.48861330046511625,0.06670580852713177
0,1.85,-0.00085457,-0.16492286,58.4791343,81.74366739,-0.4891742358139535,0.06695890356589147
0,1.855,-0.00089689,-0.16417411,58.47909969,81.74377542,-0.4896970654263566,0.06722820170542636
0,1.86,-0.00094573,-0.16360472,58.4794339,81.74357239,-0.4901302959689922,0.06748572651162792
0,1.865,-0.00100197,-0.16331114,58.47887062,81.74376337,-0.49043035209302327,0.0677043672868217
0,1.87,-0.00106636,-0.16336496,58.47887242,81.7437593,-0.4905682646511628,0.06786253643410853
0,1.875,-0.00113943,-0.16380211,58.47850343,81.74357203,-0.49053436635658915,0.06794692325581395
0,1.88,-0.00122157,-0.16461483,58.47851139,81.74356108,-0.4903397517829457,0.0679537334883721
0,1.885,-0.00131298,-0.16575157,58.47530312,81.74103814,-0.490012816124031,0.06788802930232558
0,1.89,-0.00141367,-0.16712668,58.47531798,81.74106946,-0.4895917168992248,0.06776162992248061
0,1.895,-0.00152343,-0.16863579,58.47558103,81.74252236,-0.4891170660465116,0.06759031875968992
0,1.9,-0.00164189,-0.17017029,58.47558983,81.74252171,-0.4886265150387597,0.06739155178294574
0,1.905,-0.00176845,-0.17163052,58.47599972,81.74232719,-0.4881524852713178,0.06718329131782945
0,1.91,-0.00190233,-0.17293654,58.47596601,81.74234338,-0.48772091674418605,0.06698256620155038
0,1.915,-0.00204269,-0.17403499,58.46728686,81.74505524,-0.4873490854263566,0.06680322775193798
0,1.92,-0.0021886,-0.17489996,58.4672747,81.7450296,-0.4870439995348837,0.0666544280620155
0,1.925,-0.00233913,-0.17552972,58.46744992,81.74464081,-0.4868024086821705,0.06654049550387597
0,1.93,-0.00249333,-0.17594259,58.46742063,81.74462566,-0.4866115589147287,0.0664610503875969
0,1.935,-0.0026502,-0.17616672,58.4675206,81.74427638,-0.4864549097674419,0.06641371209302326
0,1.94,-0.00280882,-0.17622692,58.45427367,81.74490409,-0.4863197737984496,0.06639813069767442
0,1.945,-0.0029683,-0.17614246,58.45429992,81.74460287,-0.48619879131782945,0.06641635519379845
0,1.95,-0.00312784,-0.17593128,58.4542323,81.74426015,-0.48608727333333335,0.06647077767441861
0,1.955,-0.00328665,-0.17561114,58.45346408,81.74381673,-0.48598304108527135,0.06656312124031008
0,1.96,-0.00344395,-0.17520039,58.45352072,81.74379913,-0.48588662201550387,0.06669337782945736
0,1.965,-0.00359896,-0.17472135,58.43789371,81.74382515,-0.4858006063565891,0.06685884542635659
0,1.97,-0.00375091,-0.17420257,58.43797594,81.74380707,-0.48572867999999997,0.0670541968992248
0,1.975,-0.00389902,-0.17367573,58.43817565,81.7438132,-0.48567568325581395,0.06727282511627908
0,1.98,-0.00404245,-0.17317154,58.43824306,81.74381994,-0.4856476623255814,0.0675081288372093
0,1.985,-0.00418023,-0.17271979,58.43821221,81.74424157,-0.48565058635658914,0.06775288744186046
0,1.99,-0.00431131,-0.1723523,58.43632486,81.74621963,-0.48568794170542634,0.06799796031007753
0,1.995,-0.00443459,-0.17210103,58.43669185,81.74594383,-0.4857594130232558,0.06823285751937984
0,2.0,-0.00454912,-0.17199381,58.43624116,81.74588357,-0.48585893147286824,0.06844648124031008
0,2.005,-0.00465424,-0.17205311,58.40925597,81.74307805,-0.48597147302325583,0.06862721968992248
0,2.01,-0.00474974,-0.1722969,58.40958646,81.74264708,-0.4860715941085271,0.06876344294573644
0,2.015,-0.00483585,-0.1727395,58.40951966,81.74292624,-0.4861255043410853,0.06884445395348837
0,2.02,-0.00491314,-0.17338916,58.40975991,81.74306988,-0.48609608604651167,0.06886168930232558
0,2.025,-0.00498245,-0.17424328,58.40990936,81.74322035,-0.4859495063565891,0.06881023302325583
0,2.03,-0.00504477,-0.17528435,58.40936239,81.74383397,-0.48566100635658915,0.06869015782945737
0,2.035,-0.00510124,-0.17647686,58.39360473,81.74252109,-0.4852200734883721,0.06850755798449612
0,2.04,-0.00515311,-0.177767,58.39417157,81.74227725,-0.48463247519379843,0.0682736119379845
0,2.045,-0.00520175,-0.17908663,58.39473023,81.74180554,-0.48391919674418604,0.06800217023255814
0,2.05,-0.00524848,-0.18036267,58.39510564,81.74151514,-0.48311305937984494,0.06770744124031007
0,2.055,-0.00529453,-0.18152706,58.39099793,81.74357178,-0.4822535533333333,0.06740264589147286
0,2.06,-0.00534099,-0.18252427,58.39052076,81.74162853,-0.48138234139534886,0.06709907054263566
0,2.065,-0.00538879,-0.18331569,58.39069513,81.74075716,-0.48053835472868217,0.06680499689922481
0,2.07,-0.00543866,-0.18388193,58.39098123,81.74011285,-0.4797532627906977,0.06652536620155038
0,2.075,-0.00549124,-0.18422352,58.37579906,81.73711858,-0.4790489106976744,0.06626215395348838
0,2.08,-0.00554706,-0.18435944,58.37654991,81.73620404,-0.47843731178294574,0.06601546790697674
0,2.085,-0.00560656,-0.18432638,58.37717684,81.73550095,-0.4779204945736434,0.06578326666666666
0,2.09,-0.00567001,-0.18417785,58.37770149,81.73489671,-0.47749022108527134,0.06556041736434108
0,2.095,-0.00573753,-0.18397962,58.36803189,81.73175756,-0.47712950775193796,0.06533968604651162
0,2.1,-0.00580901,-0.1838035,58.3677469,81.73162034,-0.47681646356589147,0.06511340790697676
0,2.105,-0.00588411,-0.18372214,58.36815331,81.73037897,-0.4765299403100775,0.06487458248062015
0,2.11,-0.00596224,-0.18380508,58.3609057,81.72698739,-0.4762523866666667,0.06461772713178295
0,2.115,-0.0060425,-0.1841119,58.36177878,81.72652022,-0.47596947100775194,0.06433943627906977
0,2.12,-0.00612366,-0.18468494,58.36212723,81.72620725,-0.47566939426356586,0.06403800604651164
0,2.125,-0.00620419,-0.18554437,58.35404508,81.72196579,-0.4753433968992248,0.06371290837209302
0,2.13,-0.00628225,-0.18668546,58.35482269,81.72171532,-0.4749874319379845,0.06336507813953489
0,2.135,-0.00635576,-0.18808011,58.35539649,81.72127219,-0.47460426945736434,0.0629973023255814
0,2.14,-0.00642239,-0.18968171,58.34515222,81.71616466,-0.4742045990697675,0.06261404914728683
0,2.145,-0.00647974,-0.19143031,58.34578166,81.7159023,-0.47380493984496125,0.06222091302325581
0,2.15,-0.00652531,-0.19325826,58.33764424,81.71361364,-0.4734243134883721,0.061823830697674415
0,2.155,-0.00655667,-0.19509949,58.33810959,81.71362636,-0.47307809410852714,0.06142638852713178
0,2.16,-0.00657146,-0.1968992,58.33886947,81.71305308,-0.4727728296124031,0.06102855519379845
0,2.165,-0.00656749,-0.19861982,58.32387399,81.70713535,-0.47250540728682167,0.060627992093023254
0,2.17,-0.00654292,-0.20024384,58.32468534,81.70683655,-0.4722647558139535,0.060221242635658916
0,2.175,-0.00649628,-0.20177185,58.32476933,81.70900175,-0.4720358189147287,0.059804823100775194
0,2.18,-0.00642663,-0.20321732,58.30939337,81.7042615,-0.47180472558139536,0.05937678418604651
0,2.185,-0.00633366,-0.20460019,58.3098828,81.70369553,-0.47156194108527133,0.05893761379844961
0,2.19,-0.0062177,-0.20594114,58.30798009,81.7038532,-0.4713025395348837,0.05848932852713178
0,2.195,-0.00607982,-0.20725881,58.29120639,81.69914079,-0.4710233449612403,0.05803292139534883
0,2.2,-0.00592182,-0.20857046,58.29115193,81.70083354,-0.4707190942635659,0.05756649519379845
0,2.205,-0.00574627,-0.20989064,58.28944666,81.699927,-0.4703831620155039,0.057086863720930234
0,2.21,-0.00555643,-0.21122565,58.28981931,81.69944031,-0.470012707751938,0.05659323069767442
0,2.215,-0.00535624,-0.21256823,58.27094089,81.69654681,-0.46961346914728685,0.05608929674418605
0,2.22,-0.0051503,-0.21389561,58.27013676,81.69705541,-0.469202916744186,0.05558387782945736
0,2.225,-0.00494379,-0.21516939,58.26802881,81.69677285,-0.46881060434108524,0.05509012713178294
0,2.23,-0.00474235,-0.21633879,58.26499033,81.69629623,-0.4684743590697675,0.054623460620155044
0,2.235,-0.00455191,-0.21734827,58.26422648,81.69681312,-0.46823335131782945,0.05419937162790698
0,2.24,-0.00437858,-0.21814685,58.26084338,81.6962839,-0.4681207482170543,0.05383179705426357
0,2.245,-0.00422856,-0.21869784,58.25506375,81.69629476,-0.46815821519379847,0.05353169751937985
0,2.25,-0.00410804,-0.21898827,58.24837616,81.69739646,-0.4683514964341085,0.05330485782945737
0,2.255,-0.0040231,-0.21903365,58.24811676,81.69766168,-0.46868974418604653,0.05315137054263566
0,2.26,-0.0039795,-0.21887945,58.24623211,81.69842274,-0.4691475415503876,0.05306653891472868
0,2.265,-0.0039825,-0.21859682,58.24552841,81.69903547,-0.4696886018604651,0.0530423519379845
0,2.27,-0.00403665,-0.21827616,58.24582495,81.69882819,-0.47026895488372095,0.053068399534883716
0,2.275,-0.00414562,-0.21801861,58.24441673,81.70091577,-0.47083837054263566,0.053132221860465116
0,2.28,-0.00431208,-0.2179236,58.24467562,81.70071621,-0.47134171069767444,0.053219753798449614
0,2.285,-0.00453758,-0.21807482,58.24506981,81.70055943,-0.4717211778294574,0.05331485224806202
0,2.29,-0.00482256,-0.21852835,58.2431448,81.70422589,-0.47192263100775195,0.053399743875969
0,2.295,-0.0051663,-0.21930541,58.24357997,81.70394282,-0.47190583875968994,0.053457181550387596
0,2.3,-0.00556702,-0.22038797,58.243969,81.70378055,-0.4716543170542635,0.053474302635658916
0,2.305,-0.00602191,-0.22172001,58.23043344,81.70684718,-0.47117840573643416,0.05344503410852713
0,2.31,-0.00652725,-0.22321679,58.23103031,81.70661105,-0.47051358434108526,0.05337033488372093
0,2.315,-0.00707842,-0.22477725,58.23153461,81.70710919,-0.4697168068217054,0.05325803007751938
0,2.32,-0.00766992,-0.22629805,58.22966504,81.71344611,-0.46885872403100776,0.053121285891472865
0,2.325,-0.0082954,-0.2276858,58.22194263,81.70903677,-0.46801344744186046,0.05297588325581395
0,2.33,-0.00894769,-0.22886615,58.22256344,81.70924868,-0.4672471672868217,0.052836902015503874
0,2.335,-0.00961886,-0.22978982,58.21403979,81.71061987,-0.466608043875969,0.052716462015503875
0,2.34,-0.01030031,-0.23043339,58.21371443,81.7123893,-0.466121107751938,0.05262341100775194
0,2.345,-0.01098283,-0.23079655,58.20845879,81.71311342,-0.46579161953488374,0.052565528217054264
0,2.35,-0.01165669,-0.2309019,58.20927147,81.71178599,-0.4656102068217054,0.052551023100775196
0,2.355,-0.01231181,-0.23079404,58.19643933,81.70874058,-0.4655550604651163,0.05258675178294574
0,2.36,-0.01293794,-0.23053386,58.19787462,81.7083893,-0.4655926568992248,0.052674639069767444
0,2.365,-0.01352487,-0.23018942,58.18248253,81.7061927,-0.465682639379845,0.05281127751937984
0,2.37,-0.01406271,-0.22982517,58.18320683,81.70471483,-0.4657861792248062,0.05299041178294574
0,2.375,-0.0145421,-0.2294947,58.16651153,81.70226589,-0.4658724272868217,0.0532047807751938
0,2.38,-0.01495446,-0.22923788,58.16240837,81.70166721,-0.46591930046511626,0.05344629674418605
0,2.385,-0.01529221,-0.22907837,58.14731281,81.69617109,-0.4659130141085271,0.05370659891472868
0,2.39,-0.01554891,-0.22902318,58.13403273,81.69347045,-0.465849756124031,0.05397885519379845
0,2.395,-0.0157194,-0.22906916,58.12421957,81.690882,-0.46573540062015506,0.05425811937984496
0,2.4,-0.0157998,-0.22921208,58.11366175,81.68778816,-0.46558296868217053,0.05454057519379845
0,2.405,-0.01578753,-0.22945088,58.10871713,81.68797486,-0.4654083452713178,0.05482232108527132
0,2.41,-0.01568124,-0.22978864,58.09632716,81.68184148,-0.46522454635658916,0.0550972784496124
0,2.415,-0.01548075,-0.23023225,58.09241806,81.68168716,-0.4650360288372093,0.05535560666666667
0,2.42,-0.01518707,-0.23078805,58.08114547,81.67872994,-0.4648342758139535,0.055583931162790694
0,2.425,-0.01480234,-0.23145821,58.06502472,81.6720819,-0.4645955376744186,0.05576605565891472
0,2.43,-0.01432989,-0.23224002,58.05312067,81.66826055,-0.46428284418604654,0.055884431937984494
0,2.435,-0.01377413,-0.23312635,58.04514166,81.6690196,-0.4638500125581395,0.055922951317829456
0,2.44,-0.01314044,-0.2341082,58.03356219,81.66246531,-0.4632441387596899,0.05586965550387597
0,2.445,-0.01243502,-0.23517852,58.02920997,81.66369314,-0.4624069215503876,0.05571752527131783
0,2.45,-0.01166465,-0.23633582,58.01949768,81.65609255,-0.4612759908527132,0.05546340465116279
0,2.455,-0.01083658,-0.23758764,58.01924842,81.65699401,-0.45978727255813956,0.055105996279069765
0,2.46,-0.00995831,-0.23895025,58.00500686,81.65236781,-0.45787968403100776,0.05464505612403101
0,2.465,-0.00903748,-0.24044727,58.00586812,81.65205585,-0.45550077860465116,0.05408160062015504
0,2.47,-0.00808176,-0.24210755,57.99346564,81.64775024,-0.4526116119379845,0.053417867131782946
0,2.475,-0.00709874,-0.24396018,57.99426815,81.6476517,-0.4491925294573644,0.05265752945736434
0,2.48,-0.00609585,-0.24602739,57.99313459,81.65010488,-0.4452502900775194,0.05180684201550388
0,2.485,-0.00508022,-0.24831639,57.9915536,81.6485064,-0.440824400620155,0.05087601720930233
0,2.49,-0.00405869,-0.25080958,57.99182982,81.64837759,-0.43599104,0.04988062325581395
0,2.495,-0.00303777,-0.25345457,57.98796953,81.64711058,-0.43086353519379844,0.04884311069767441
0,2.5,-0.00202372,-0.25615609,57.9867945,81.64606868,-0.4255890965891473,0.0477940265116279
0,2.505,-0.00102254,-0.25877419,57.98555839,81.64620003,-0.42033973751937986,0.0467718807751938
0,2.51,-4.002e-05,-0.26113291,57.98381429,81.6450527,-0.415298631627907,0.04582121348837209
0,2.515,0.00091825,-0.26303721,57.98284972,81.64449947,-0.4106440810852713,0.044988748682170544
0,2.52,0.00184699,-0.2643011,57.98344961,81.64394958,-0.40653067441860463,0.044316695503875965
0,2.525,0.00274127,-0.26477939,57.98582605,81.64395923,-0.40306852248062014,0.04383479612403101
0,2.53,0.00359668,-0.26439534,57.98567899,81.6440898,-0.4003037162790698,0.043552832558139534
0,2.535,0.00440949,-0.26316056,57.99605083,81.64430635,-0.3982063311627907,0.04345636496124031
0,2.54,0.00517682,-0.26118083,58.00485633,81.64424518,-0.39666871550387595,0.04350728775193798
0,2.545,0.00589683,-0.25864712,58.0134398,81.64554203,-0.39551230480620153,0.04364836868217054
0,2.55,0.00656878,-0.25581857,58.01561373,81.64424207,-0.3945001899224806,0.04380961069767442
0,2.555,0.00719308,-0.25300133,58.02815528,81.64378263,-0.39335522790697675,0.043915738759689925
0,2.56,0.00777136,-0.25052524,58.03936973,81.64318744,-0.39178158914728684,0.043893496279069764
0,2.565,0.00830647,-0.24871778,58.05108163,81.64288468,-0.38948792093023255,0.04367835596899225
0,2.57,0.00880246,-0.24787407,58.05228282,81.64228924,-0.3862110592248062,0.043220731627906975
0,2.575,0.00926458,-0.24822688,58.07631566,81.64425586,-0.38173784666666666,0.042490160310077525
0,2.58,0.00969927,-0.24992327,58.09632684,81.64313241,-0.37592170542635656,0.04147640620155039
0,2.585,0.01011406,-0.25301206,58.10074902,81.63562279,-0.3686952807751938,0.040189078914728685
1,2.59,0.01051756,-0.25743883,58.12253734,81.63529237,-0.36007812093023256,0.038656000465116275
1,2.595,0.01091926,-0.26304846,58.14825489,81.63660236,-0.35017814511627904,0.03692041054263566
1,2.6,0.01132936,-0.26959665,58.15295607,81.62800081,-0.33918664573643414,0.03503770930232558
1,2.605,0.01175865,-0.27676882,58.18170456,81.6273871,-0.3273671192248062,0.03307177023255814
1,2.61,0.01221825,-0.28420449,58.2126353,81.62557977,-0.3150386027906977,0.03109149162790698
1,2.615,0.01271947,-0.29152111,58.21716079,81.61604712,-0.30255367178294573,0.029167193023255815
1,2.62,0.01327361,-0.29832994,58.25321718,81.6122619,-0.2902765395348837,0.027367948527131782
1,2.625,0.01389174,-0.3042511,58.29044711,81.60965271,-0.2785627164341085,0.025758343410852712
1,2.63,0.0145846,-0.30893327,58.29562317,81.59896131,-0.2677398936434109,0.024394221240310078
1,2.635,0.01536237,-0.31207332,58.34659002,81.59826132,-0.2580895493023256,0.023319774573643412
1,2.64,0.01623463,-0.31343635,58.35288136,81.58442928,-0.2498281958139535,0.022565927441860464
1,2.645,0.01721022,-0.3128764,58.41715488,81.58385284,-0.24308841751937985,0.022148012093023257
1,2.65,0.01829735,-0.31035581,58.45531437,81.57507691,-0.23790192604651164,0.022062665116279072
1,2.655,0.01950345,-0.30596242,58.46111982,81.55963428,-0.23418852201550389,0.022284496899224807
1,2.66,0.02083527,-0.29991589,58.53422565,81.55921057,-0.23175972294573643,0.02276655007751938
1,2.665,0.02229881,-0.29255586,58.58227711,81.5487273,-0.23033521782945737,0.02344550093023256
1,2.67,0.02389938,-0.28431761,58.62646451,81.5397713,-0.22956450790697674,0.024247681860465116
1,2.675,0.02564155,-0.27569935,58.6735992,81.53053873,-0.22905040837209303,0.02509426868217054
1,2.68,0.02752902,-0.26722282,58.72518378,81.52145705,-0.22837346356589147,0.025905415968992245
1,2.685,0.02956458,-0.259391,58.78046207,81.51040978,-0.2271195218604651,0.026604796434108527
1,2.69,0.03175002,-0.25264607,58.83561243,81.50214841,-0.22490912713178293,0.02712366945736434
1,2.695,0.03408615,-0.24733296,58.89809684,81.49249506,-0.2214245415503876,0.027403640775193798
1,2.7,0.03657282,-0.24366759,58.96060599,81.48177902,-0.21643418356589147,0.027400287596899223
1,2.705,0.03920899,-0.24171186,59.02546405,81.47301667,-0.20981231302325581,0.027087989767441863
1,2.71,0.04199279,-0.24136283,59.09525908,81.46240316,-0.20155052961240308,0.026464691782945735
1,2.715,0.04492157,-0.24236385,59.1666468,81.45150693,-0.19175788945736436,0.025554869922480617
1,2.72,0.04799203,-0.24433551,59.23656053,81.4421823,-0.18064870279069767,0.02440954992248062
1,2.725,0.05120032,-0.24681557,59.31973974,81.43257393,-0.16852228015503876,0.023103580465116277
1,2.73,0.05454219,-0.24930212,59.40019229,81.42348537,-0.15573433782945736,0.02172851472868217
1,2.735,0.0580131,-0.25130036,59.48359781,81.41272064,-0.14266202418604654,0.020381658139534884
1,2.74,0.06160837,-0.25236713,59.5723467,81.40391756,-0.12967007565891472,0.019155427596899224
