onset,time,hcom_velocity,hcom_acceleration,hip_angle,knee_angle,hip_torque,knee_torque
0,0.525,-0.02168334,-0.32875128,60.6726167,81.38341969,-0.5516641844961241,0.06284972186046511
0,0.53,-0.02188478,-0.32796603,60.67131389,81.3868294,-0.5511954063565891,0.06305716170542636
0,0.535,-0.02209802,-0.32747711,60.6640775,81.39437879,-0.5506322837209302,0.06315096418604652
0,0.54,-0.02232063,-0.3272431,60.60752006,81.39441307,-0.5499855493023256,0.06314850806201551
0,0.545,-0.02255017,-0.32720452,60.60469299,81.40004565,-0.5492747945736434,0.0630731415503876
0,0.55,-0.02278434,-0.3272892,60.56385314,81.40429583,-0.5485214093023256,0.06294877379844961
0,0.555,-0.02302103,-0.32741848,60.56506669,81.40358874,-0.5477434544186046,0.06279601023255814
0,0.56,-0.02325827,-0.32751176,60.51756369,81.41063571,-0.5469568409302326,0.06263283054263566
0,0.565,-0.02349432,-0.32749314,60.51679004,81.4152263,-0.5461782708527132,0.062475850387596905
0,0.57,-0.02372759,-0.32730138,60.47383908,81.42029324,-0.5454247621705427,0.062338750542635664
0,0.575,-0.02395676,-0.32689805,60.47118819,81.42149545,-0.544711598139535,0.0622307041860465
0,0.58,-0.02418071,-0.32626922,60.42487929,81.42559256,-0.544051842635659,0.06215618868217054
0,0.585,-0.02439856,-0.32542051,60.42353792,81.42913606,-0.5434583054263566,0.06211675751937984
0,0.59,-0.02460971,-0.32437159,60.37844901,81.43249877,-0.5429431068217054,0.0621128615503876
0,0.595,-0.02481378,-0.32315298,60.35290007,81.43496944,-0.5425137598449612,0.06214390868217054
0,0.6,-0.02501059,-0.32180178,60.35264929,81.4394554,-0.5421683446511628,0.06220744356589147
0,0.605,-0.02520004,-0.32035541,60.30894745,81.44389502,-0.5418926404651162,0.06229884325581396
0,0.61,-0.0253821,-0.31884688,60.30781296,81.44521601,-0.5416610931782946,0.062412060775193796
0,0.615,-0.02555678,-0.31730673,60.25957613,81.44895456,-0.5414391280620156,0.06254033968992248
0,0.62,-0.02572419,-0.3157664,60.23439225,81.45146191,-0.5411860662015504,0.06267702387596899
0,0.625,-0.02588452,-0.31425783,60.23422879,81.45512638,-0.5408604803100776,0.06281682248062015
0,0.63,-0.02603797,-0.31281297,60.18976504,81.45892737,-0.5404232013953489,0.06295501720930233
0,0.635,-0.02618476,-0.31146311,60.18890511,81.46144692,-0.5398381900775194,0.06308527984496125
0,0.64,-0.0263251,-0.3102352,60.14049003,81.46511979,-0.5390756265116279,0.06319924589147287
0,0.645,-0.02645929,-0.3091474,60.11510946,81.46700753,-0.5381155334883722,0.06328781519379846
0,0.65,-0.02658766,-0.30820595,60.0932985,81.47057741,-0.5369497621705427,0.06334204527131783
0,0.655,-0.02671046,-0.30740437,60.09384301,81.47406864,-0.5355830356589147,0.06335420635658914
0,0.66,-0.02682776,-0.30672413,60.04443371,81.47595978,-0.5340324781395349,0.06331884775193798
0,0.665,-0.0269394,-0.30613513,60.04145309,81.48113776,-0.5323273398449613,0.06323431751937984
0,0.67,-0.027045,-0.3055963,59.99678996,81.48195144,-0.5305087813953487,0.06310436744186046
0,0.675,-0.027144,-0.30505913,59.99628276,81.48452845,-0.5286264947286822,0.06293849100775194
0,0.68,-0.02723565,-0.30447474,59.94990419,81.48764955,-0.5267327305426357,0.06275088852713177
0,0.685,-0.02731899,-0.30380223,59.95007772,81.48964001,-0.5248791455813954,0.06255883860465115
0,0.69,-0.02739293,-0.30301404,59.90262422,81.49268258,-0.5231153826356589,0.062380975348837214
0,0.695,-0.02745621,-0.30209584,59.90423341,81.49176061,-0.5214868167441861,0.062235653178294575
0,0.7,-0.02750747,-0.30104257,59.85591647,81.49795647,-0.5200284758139534,0.062138121085271315
0,0.705,-0.02754529,-0.29985367,59.8574412,81.4969912,-0.5187571155038759,0.062096701395348834
0,0.71,-0.0275682,-0.29853125,59.80936146,81.50258807,-0.5176671764341085,0.062109768682170545
0,0.715,-0.02757474,-0.29708194,59.80143269,81.50617633,-0.5167314601550387,0.062165275348837215
0,0.72,-0.02756345,-0.2955208,59.76476086,81.50721518,-0.5159043506976744,0.06224286093023256
0,0.725,-0.02753274,-0.2938733,59.76489162,81.50955437,-0.5151287066666667,0.06231800372093023
0,0.73,-0.02748098,-0.29217584,59.76611968,81.50850851,-0.5143431468217055,0.062365678914728676
0,0.735,-0.02740651,-0.29047301,59.69924356,81.51354002,-0.5134895831007752,0.06236288899224806
0,0.74,-0.02730797,-0.28880892,59.70078885,81.51256525,-0.5125231297674419,0.06229253596899225
0,0.745,-0.02718452,-0.28721634,59.65227649,81.51663172,-0.5114201840310078,0.06214766651162791
0,0.75,-0.02703594,-0.28570964,59.65387328,81.5156767,-0.5101812905426357,0.06193361705426357
0,0.755,-0.02686264,-0.28428484,59.61281328,81.52029057,-0.5088280404651163,0.06166650480620155
0,0.76,-0.02666561,-0.28292447,59.61450618,81.51946994,-0.5073959029457364,0.061369018759689926
0,0.765,-0.02644637,-0.28160119,59.57186,81.52406983,-0.505926715503876,0.06106652728682171
0,0.77,-0.02620688,-0.28027944,59.5734557,81.52319546,-0.5044626401550387,0.060784378139534884
0,0.775,-0.02594953,-0.27892115,59.53407015,81.52814329,-0.5030421998449612,0.06054570604651163
0,0.78,-0.02567696,-0.27749636,59.53568666,81.52713148,-0.5016968641860465,0.06036880341085271
0,0.785,-0.02539207,-0.27599337,59.49584195,81.53031038,-0.5004476618604652,0.06026450620155039
0,0.79,-0.02509782,-0.27442303,59.49742804,81.52954107,-0.49930277271317824,0.06023494294573644
0,0.795,-0.02479714,-0.27281499,59.45957291,81.53441829,-0.4982578751937984,0.06027488139534884
0,0.8,-0.02449276,-0.27121055,59.46124485,81.53343217,-0.4972984434108527,0.06037444356589148
0,0.805,-0.02418705,-0.26965685,59.4582707,81.54049222,-0.4964036384496124,0.06052146387596899
0,0.81,-0.02388192,-0.26820064,59.41190704,81.53938769,-0.4955517359689922,0.06070323240310078
0,0.815,-0.02357875,-0.26688174,59.41353466,81.53838292,-0.4947239421705426,0.060906619534883716
0,0.82,-0.02327837,-0.26572737,59.40958277,81.54468369,-0.49390496093023256,0.06111680992248062
0,0.825,-0.02298104,-0.26474867,59.41064791,81.54353909,-0.49308062496124033,0.061315901550387596
0,0.83,-0.02268658,-0.26393821,59.34860497,81.54438975,-0.4922370675968992,0.06148430992248062
0,0.835,-0.02239453,-0.26327214,59.35006739,81.54357516,-0.4913635106976744,0.06160414062015504
0,0.84,-0.02210427,-0.26271359,59.34793179,81.54994123,-0.49045727519379845,0.0616632192248062
0,0.845,-0.02181504,-0.26221648,59.34894089,81.54898201,-0.48952746511627904,0.0616593719379845
0,0.85,-0.02152605,-0.26173053,59.28696593,81.54982242,-0.4885936372093023,0.06160194651162791
0,0.855,-0.02123658,-0.26121033,59.28834302,81.54919138,-0.48767798170542637,0.06150794046511628
0,0.86,-0.02094609,-0.2606254,59.28648204,81.55678028,-0.4867961179844961,0.06139566480620155
0,0.865,-0.02065413,-0.25996459,59.28733528,81.55583262,-0.4859519919379845,0.06127970697674418
0,0.87,-0.02036044,-0.25923132,59.23212407,81.55744608,-0.4851400530232558,0.0611700807751938
0,0.875,-0.020065,-0.25843534,59.23329309,81.55681817,-0.48434985178294576,0.06107315689922481
0,0.88,-0.01976814,-0.25758756,59.20162213,81.56150537,-0.4835701148837209,0.06099250976744186
0,0.885,-0.01947037,-0.25669944,59.20267234,81.56098377,-0.4827913144186046,0.060929547441860465
0,0.89,-0.01917227,-0.25578511,59.20359058,81.56076673,-0.48200599627906976,0.06088359751937984
0,0.895,-0.01887437,-0.25486257,59.16105367,81.56679629,-0.4812083272868217,0.06085126434108527
0,0.9,-0.01857713,-0.25395022,59.16197047,81.56613464,-0.4803949897674419,0.060826831162790695
0,0.905,-0.01828095,-0.25305912,59.13221429,81.57158354,-0.47956639100775195,0.060803935503875965
0,0.91,-0.01798608,-0.25218474,59.1330525,81.57092007,-0.4787283496124031,0.06077808263565891
0,0.915,-0.01769259,-0.25130439,59.1291843,81.57462511,-0.4778936700775194,0.06074911519379845
0,0.92,-0.01740033,-0.25038059,59.08856753,81.57522851,-0.47708218945736436,0.06072203147286822
0,0.925,-0.01710898,-0.24936918,59.08943175,81.57487252,-0.47631759100775195,0.060705119224806196
0,0.93,-0.01681812,-0.248227,59.05850466,81.57955545,-0.4756228631007752,0.06070773860465117
0,0.935,-0.01652722,-0.24691726,59.05918972,81.57912528,-0.47501700449612405,0.06073828635658915
0,0.94,-0.01623561,-0.24541321,59.03196032,81.58434704,-0.47451246232558136,0.06080269534883721
0,0.945,-0.01594244,-0.24370197,59.02994024,81.5856202,-0.47411372434108523,0.06090415286821705
0,0.95,-0.01564664,-0.24178694,59.03049739,81.58525625,-0.47381753968992246,0.06104351457364342
0,0.955,-0.01534707,-0.23969064,58.98630759,81.58812046,-0.47361354403100775,0.061219006666666666
0,0.96,-0.01504261,-0.23745777,58.98691593,81.59167916,-0.4734845862015504,0.06142561271317829
0,0.965,-0.01473231,-0.23515338,58.95723106,81.5937962,-0.47340990356589147,0.061655713178294574
0,0.97,-0.01441541,-0.23285456,58.95772171,81.59356203,-0.47337026775193797,0.06190091937984496
0,0.975,-0.01409137,-0.23063758,58.93029197,81.59800033,-0.4733521790697674,0.06215377069767442
0,0.98,-0.01375981,-0.22856862,58.93076187,81.59786762,-0.4733487153488372,0.06240746248062016
0,0.985,-0.01342052,-0.22669852,58.92806357,81.60552583,-0.47335795565891475,0.06265461550387597
0,0.99,-0.0130735,-0.22505759,58.89261365,81.60950293,-0.473381340620155,0.0628878841860465
0,0.995,-0.01271907,-0.22365036,58.89277387,81.60902382,-0.47342402976744186,0.06310263968992248
0,1.0,-0.01235795,-0.22245693,58.86272436,81.61178867,-0.473494503875969,0.06329862899224806
0,1.005,-0.01199129,-0.22144014,58.86306834,81.61160699,-0.47360265178294575,0.06347895441860466
0,1.01,-0.01162058,-0.22055273,58.83944408,81.61748951,-0.4737584108527132,0.0636486823255814
0,1.015,-0.01124753,-0.21974454,58.83982632,81.61740796,-0.4739700939534884,0.06381345643410853
0,1.02,-0.01087403,-0.21896898,58.83872635,81.62380929,-0.4742429251162791,0.06397832542635659
0,1.025,-0.01050205,-0.21818847,58.80386719,81.62634694,-0.4745769499224806,0.06414628170542636
0,1.03,-0.01013363,-0.21737918,58.79946614,81.63002649,-0.47496412124031007,0.06431642263565891
0,1.035,-0.00977085,-0.21653437,58.79979676,81.62990959,-0.47538518403100777,0.06448218527131783
0,1.04,-0.0094157,-0.21566239,58.79773009,81.63648079,-0.4758091576744186,0.06463140294573644
0,1.045,-0.00907007,-0.21477965,58.76216971,81.63932637,-0.47619858511627905,0.06474943441860465
0,1.05,-0.00873574,-0.21390316,58.76238639,81.63929155,-0.47651718201550386,0.06482313596899224
0,1.055,-0.0084143,-0.21304726,58.7610047,81.64613535,-0.476735688372093,0.06484350914728682
0,1.06,-0.00810711,-0.21222591,58.76109594,81.64600595,-0.4768365299224806,0.06480676496124031
0,1.065,-0.00781525,-0.21145532,58.75574584,81.65442876,-0.47681604403100775,0.06471385705426357
0,1.07,-0.00753964,-0.21075321,58.71775684,81.65783924,-0.47668467875968995,0.06457003813953488
0,1.075,-0.00728118,-0.21013855,58.71823832,81.65764518,-0.4764639662015504,0.06438400868217055
0,1.08,-0.00704082,-0.20962891,58.71749943,81.66361974,-0.47618242062015503,0.06416752527131783
0,1.085,-0.00681943,-0.20923536,58.7174397,81.66349974,-0.4758699046511628,0.06393465085271317
0,1.09,-0.00661784,-0.2089573,58.68218013,81.67129329,-0.47555321255813954,0.06370000527131782
0,1.095,-0.00643677,-0.2087805,58.68235459,81.67129761,-0.4752548144186046,0.06347685178294574
0,1.1,-0.00627674,-0.20868019,58.68148915,81.67701252,-0.4749934300775194,0.06327648883720931
0,1.105,-0.00613799,-0.20863007,58.68141204,81.67701234,-0.47478581379844964,0.06310905798449612
0,1.11,-0.00602032,-0.20861094,58.6777661,81.6847928,-0.4746479831007752,0.062984123875969
0,1.115,-0.00592317,-0.20861335,58.66557164,81.69220484,-0.4745926289922481,0.06290943720930232
0,1.12,-0.00584577,-0.2086343,58.66319129,81.69148492,-0.47462654775193797,0.06289012651162791
0,1.125,-0.00578733,-0.20867184,58.62836553,81.69500285,-0.4747483058914729,0.06292805860465116
0,1.13,-0.00574713,-0.20871915,58.62851273,81.69509642,-0.4749461249612403,0.06302151968992248
0,1.135,-0.00572455,-0.20876269,58.62710457,81.7006385,-0.4751973731782946,0.06316509240310078
0,1.14,-0.00571893,-0.20878621,58.62721773,81.70057863,-0.4754706243410853,0.06334932542635659
0,1.145,-0.00572951,-0.20877432,58.62129046,81.70839755,-0.4757290941085271,0.0635606062015504
0,1.15,-0.00575546,-0.20871656,58.59544907,81.70890535,-0.4759328581395349,0.06378049255813953
0,1.155,-0.00579589,-0.20861238,58.59469447,81.7106425,-0.47604334806201554,0.0639871631007752
0,1.16,-0.00584985,-0.20847152,58.59478995,81.71074515,-0.4760304103875969,0.06415954248062015
0,1.165,-0.00591626,-0.20831274,58.59073742,81.71839808,-0.47587836945736434,0.06428088697674418
0,1.17,-0.0059939,-0.20816086,58.58946602,81.71877048,-0.475587636744186,0.06434006201550388
0,1.175,-0.00608145,-0.20804009,58.56317751,81.72183163,-0.4751735524031008,0.06433269054263567
0,1.18,-0.00617755,-0.20796502,58.56346469,81.72172789,-0.47466565705426356,0.06426291410852714
0,1.185,-0.00628082,-0.2079352,58.56256148,81.7242868,-0.47410446372093024,0.0641433319379845
0,1.19,-0.0063898,-0.20793181,58.56275073,81.72417684,-0.47353485674418605,0.06399251178294574
0,1.195,-0.00650295,-0.20791604,58.5381202,81.72839493,-0.47300008558139534,0.06383222356589148
0,1.2,-0.00661861,-0.2078312,58.53855528,81.7282413,-0.4725377708527132,0.06368494775193799
0,1.205,-0.00673497,-0.20760944,58.53821119,81.7299301,-0.4721766187596899,0.06357097007751938
0,1.21,-0.00684995,-0.20718207,58.53868707,81.72976739,-0.4719341572093023,0.06350594930232559
0,1.215,-0.0069612,-0.20648862,58.5368505,81.73289216,-0.4718147001550388,0.06349977581395348
0,1.22,-0.00706608,-0.2054871,58.53737356,81.73250889,-0.4718076869767442,0.06355560031007751
0,1.225,-0.00716187,-0.20416538,58.50921654,81.73566785,-0.47188779968992245,0.06366893798449613
0,1.23,-0.00724584,-0.20254833,58.50971595,81.73535449,-0.47201734682170543,0.06382750744186046
0,1.235,-0.00731534,-0.20069679,58.51012767,81.73516729,-0.47215199813953485,0.06401361813953488
0,1.24,-0.00736772,-0.19869685,58.50868188,81.73673813,-0.47224746604651163,0.06420781178294573
0,1.245,-0.00740036,-0.19664388,58.50930775,81.7362703,-0.47226403829457364,0.06439126325581396
0,1.25,-0.00741066,-0.19462802,58.50487246,81.73780712,-0.47216876837209304,0.06454695534883721
0,1.255,-0.00739622,-0.19272388,58.50508438,81.73740476,-0.47193901550387596,0.06466139612403102
0,1.26,-0.00735505,-0.19098166,58.47268301,81.7369308,-0.471570543875969,0.06472803472868216
0,1.265,-0.00728571,-0.1894207,58.47321279,81.73666214,-0.4710837851162791,0.06475031519379845
0,1.27,-0.00718734,-0.18802957,58.47234949,81.73747389,-0.4705212693023256,0.06474105829457363
0,1.275,-0.00705954,-0.18677557,58.47010016,81.73720793,-0.46993727519379846,0.06471828992248063
0,1.28,-0.0069023,-0.18562044,58.47044073,81.73690253,-0.46938596821705425,0.06470011116279069
0,1.285,-0.0067159,-0.18453291,58.47071622,81.73662788,-0.4689119854263566,0.06470022976744186
0,1.29,-0.00650101,-0.18349484,58.46844193,81.73677558,-0.46854434883720936,0.06472568418604652
0,1.295,-0.00625879,-0.18250298,58.44046097,81.73520269,-0.46829513860465116,0.0647771080620155
0,1.3,-0.00599101,-0.18156718,58.43991695,81.73562825,-0.46816141596899224,0.06485019255813954
0,1.305,-0.00570004,-0.18070672,58.44015427,81.73547979,-0.4681285364341085,0.06493750558139534
0,1.31,-0.0053888,-0.17994701,58.4391273,81.73569274,-0.46817289798449613,0.06502974558139535
0,1.315,-0.00506061,-0.17931445,58.42245137,81.73529748,-0.4682646221705426,0.06511721751937985
0,1.32,-0.00471908,-0.17883059,58.42263721,81.73510292,-0.4683702231007752,0.06519124976744185
0,1.325,-0.00436801,-0.17850806,58.4227006,81.73495131,-0.4684563527131783,0.06524498744186047
0,1.33,-0.00401113,-0.17834559,58.42259625,81.7348406,-0.46849447860465115,0.06527432666666666
0,1.335,-0.00365207,-0.17832529,58.42255705,81.73486028,-0.4684635305426357,0.0652782
0,1.34,-0.00329421,-0.17841621,58.42108408,81.73485384,-0.46834948666666665,0.06525738542635659
0,1.345,-0.00294072,-0.17858378,58.40287769,81.73609428,-0.4681430500775194,0.06521238170542636
0,1.35,-0.00259457,-0.17879611,58.40285834,81.73609838,-0.4678379956589147,0.06514236976744187
0,1.355,-0.00225852,-0.17902432,58.40277844,81.7359589,-0.467430899379845,0.06504522015503876
0,1.36,-0.00193494,-0.17924276,58.4027477,81.73596739,-0.4669206147286822,0.06491708713178296
