time,counter,hcom_velocity,hip_angle,knee_angle,hip_torque,knee_torque
0.0,0,0.00467505,60.7210589,64.47378294,-0.10019800243161095,0.07864686119554204
0.008233830845771143,1,0.007784711990049733,60.79549736293532,64.56368485830846,-0.08116771395101503,0.0795847755165409
0.016467661691542287,2,0.01086122741293529,60.89324648,64.66052605562189,-0.06383078407153712,0.08032312896913607
0.02470149253731343,3,0.013872407611940326,60.99663964671642,64.77772496477613,-0.04878904452509475,0.08083027471457303
0.03293532338308457,4,0.01678599950248756,61.11168033751244,64.91418579587065,-0.03658603480671617,0.0810071863983023
0.04116915422885572,5,0.019602614477611937,61.236142758208956,65.06802633761194,-0.02686173314985358,0.08076940103837449
0.04940298507462686,6,0.022321889701492587,61.3688679958209,65.24038798089553,-0.01938377398115791,0.07995522206898635
0.057636815920398,7,0.02496088019900494,61.509341370199,65.43229382044775,-0.0136351487355523,0.07838101020631395
0.06587064676616915,8,0.027558480248756238,61.65525494731343,65.64166505318408,-0.008910080734120649,0.07602902661565523
0.07410447761194029,9,0.030158250746268617,61.80590770119403,65.86908200940299,-0.004786248608023771,0.07286254740582805
0.08233830845771144,10,0.03282436895522387,61.95986665930348,66.1143793840796,-0.000926336236749396,0.06905077566070358
0.09057213930348258,11,0.03561602577114432,62.115565091343285,66.3745265360199,0.0027789505915206563,0.06489203567774093
0.09880597014925371,12,0.03862289746268652,62.27254057865672,66.64950051402984,0.00626763239425965,0.06070940250117202
0.10703980099502486,13,0.04191855228855723,62.42961465422886,66.93640549233831,0.00945045364061155,0.05683862647048444
0.115273631840796,14,0.04556020457711432,62.58606526308458,67.23266151034825,0.01231574438042808,0.05344892378432062
0.12350746268656715,15,0.04966770880597013,62.740930962388056,67.53568476447761,0.014952048798560375,0.05064301697288633
0.1317412935323383,16,0.054268271094527344,62.89387783835821,67.8411512582587,0.01767868022098221,0.048235670387676614
0.13997512437810944,17,0.05939868293532329,63.04552797263681,68.1454289827363,0.02087074757216949,0.04599175780872742
0.14820895522388058,18,0.06517255268656719,63.19384185119403,68.44524540059702,0.0251652855812125,0.04356719909873125
0.15644278606965173,19,0.07153377159203987,63.33994715587065,68.73288578199005,0.030910576261549465,0.040689159289671165
0.16467661691542287,20,0.07849871069651737,63.48414996522388,69.0088430258209,0.03845795401412385,0.037180521776124464
0.17291044776119402,21,0.08609957119402997,63.62440873134329,69.26156206641791,0.04812591748854527,0.03296889897019455
0.18114427860696516,22,0.09423790771144264,63.76303059845771,69.49125313661692,0.0595931648696737,0.028302409209272867
0.1893781094527363,23,0.10289120492537317,63.8999813619403,69.69403868567164,0.07260210883878485,0.02349128104966553
0.19761194029850743,24,0.11200780164179099,64.03638358283582,69.86086103925373,0.08654132516142682,0.01905074786553557
0.20584577114427857,25,0.12147972308457701,64.17097970064675,69.99383329338309,0.10056662925796533,0.015428985812578474
0.21407960199004972,26,0.13125400825870656,64.30364490880596,70.08652748203981,0.11373806236497365,0.013121865291576546
0.22231343283582086,27,0.14124400029850726,64.44263828432835,70.14719045313433,0.12494108029457553,0.012421305415173368
0.230547263681592,28,0.15136955313432834,64.58294587636816,70.1714067842786,0.1333516968027139,0.013270702999692519
0.23878109452736315,29,0.16157840467661672,64.72811379965174,70.15940791850745,0.1377290699572048,0.015623252954074558
0.2470149253731343,30,0.17181756477611929,64.88093088328358,70.11571541492538,0.1374758660769103,0.019008057363637695
0.25524875621890547,31,0.18206191616915435,65.04191394253732,70.04384422268656,0.13236393547661882,0.022965654672937284
0.2634825870646766,32,0.19230738467661668,65.21609767184079,69.94292549094527,0.12171932186383207,0.027076544647582662
0.2717164179104477,33,0.20257678611940294,65.40232153402985,69.82510744597015,0.10644703950158031,0.030992731736454487
0.2799502487562189,34,0.21291222845771166,65.60347475248756,69.69695174104477,0.08745184783075463,0.034573109387207895
0.28818407960199,35,0.2234076718905471,65.82701939616915,69.55608337323383,0.06597876739100882,0.03777457737150111
0.29641791044776117,36,0.23414567970149264,66.06796158134328,69.41677870179105,0.04430434509216814,0.040783273770962844
0.3046517412935323,37,0.2452432225870644,66.33322280487562,69.27847531761194,0.024397126441753174,0.04378188102446222
0.31288557213930346,38,0.25688657174129353,66.6266432778607,69.14986900213931,0.00869235715344254,0.04695310147237469
0.3211194029850746,39,0.26916990343283587,66.94313097552238,69.03231787074627,-0.0018214133889821668,0.050265334815285286
0.32935323383084575,40,0.282274134328358,67.28930345044775,68.93070469303483,-0.006401545316981417,0.053490356642320276
0.33758706467661687,41,0.2963982908955225,67.65913415149254,68.84388608024875,-0.005604880502250637,0.05616960105954524
0.34582089552238804,42,0.31159526731343246,68.05721459432834,68.77372576432836,-0.0016646916723375188,0.058001985473846544
0.35405472636815916,43,0.3280644463681591,68.4867171536816,68.72176908751244,0.0028752207342214705,0.058831747657860645
0.36228855721393033,44,0.34589177258706455,68.94388300756218,68.68427247771145,0.004602484790838113,0.058986976274655094
0.37052238805970145,45,0.36504147477611903,69.42826271,68.65881989895523,0.0010663248801586352,0.05905022756430612
0.3787562189054726,46,0.3856426864179106,69.94214986069652,68.64334659402985,-0.01035236058511909,0.059696534557203855
0.38699004975124374,47,0.4075620594029844,70.4836183766169,68.63450606119403,-0.03010271527973034,0.06139433677408291
0.39522388059701485,48,0.43064351537313406,71.05160924567164,68.62754134238807,-0.05753808193077133,0.06423714878797498
0.403457711442786,49,0.45482611845771176,71.64877824462688,68.61966434676617,-0.09221146912247327,0.06815568620222097
0.41169154228855714,50,0.4797537582587059,72.27086926437809,68.60699844656718,-0.13166993630530135,0.072559816909374
